ADC_BIN,COUNT,SMOOTH
553,1,"129,526315789474"
554,3,"127,157894736842"
555,6,"125,473684210526"
556,4,"124,315789473684"
557,2,122
558,2,"121,157894736842"
559,2,"118,578947368421"
560,1,"116,578947368421"
561,1,"115,315789473684"
562,2,"114,368421052632"
563,4,"114,368421052632"
564,3,"113,631578947368"
565,1,"110,894736842105"
566,4,"111,105263157895"
567,4,"110,105263157895"
568,1,"109,052631578947"
569,4,"107,789473684211"
570,1,"107,894736842105"
571,1,"106,631578947368"
572,1,108
573,1,"109,736842105263"
574,0,"108,578947368421"
575,4,"107,473684210526"
576,1,"105,631578947368"
577,2,"105,105263157895"
578,3,"105,526315789474"
579,2,"105,789473684211"
580,4,"106,210526315789"
581,1,105
582,3,"104,631578947368"
583,3,"104,263157894737"
584,2,"105,842105263158"
585,1,"104,631578947368"
586,2,"104,263157894737"
587,1,"101,894736842105"
588,2,"101,578947368421"
589,5,"100,684210526316"
590,1,"100,736842105263"
591,1,"99,2105263157895"
592,0,"97,5263157894737"
593,3,"97,5789473684211"
594,1,"99,6315789473684"
595,3,"100,789473684211"
596,0,"101,315789473684"
597,3,"101,526315789474"
598,6,"101,578947368421"
599,1,"100,315789473684"
600,1,"100,157894736842"
601,3,"99,8421052631579"
602,1,"99,3684210526316"
603,0,"98,1578947368421"
604,1,"97,6315789473684"
605,0,"96,7368421052632"
606,3,"98,5263157894737"
607,3,"97,421052631579"
608,2,"97,1052631578947"
609,2,96
610,0,"95,9473684210526"
611,5,"95,3684210526316"
612,2,"94,2631578947368"
613,3,"92,6842105263158"
614,4,"91,3684210526316"
615,3,"90,1578947368421"
616,0,"89,5263157894737"
617,1,"88,7368421052632"
618,1,"88,421052631579"
619,1,"87,8947368421053"
620,6,"87,0526315789474"
621,2,"87,1578947368421"
622,1,"87,8421052631579"
623,6,"88,8421052631579"
624,1,"89,7894736842105"
625,0,"88,9473684210526"
626,3,"89,421052631579"
627,3,"89,3684210526316"
628,3,"90,3157894736842"
629,3,"91,2105263157895"
630,3,"91,5263157894737"
631,2,"91,8947368421053"
632,3,"91,8947368421053"
633,4,93
634,1,"91,8421052631579"
635,4,"92,2631578947368"
636,2,"92,3684210526316"
637,1,"92,7894736842105"
638,4,"92,8947368421053"
639,2,"93,2631578947368"
640,1,"92,3157894736842"
641,2,"92,2105263157895"
642,2,"92,1052631578947"
643,0,"91,2631578947368"
644,3,"92,3157894736842"
645,0,"92,4736842105263"
646,1,"92,0526315789474"
647,2,"92,2631578947368"
648,3,92
649,1,"92,0526315789474"
650,0,"91,6315789473684"
651,0,"90,6315789473684"
652,0,"89,5789473684211"
653,2,"89,6842105263158"
654,1,"89,421052631579"
655,2,"88,8947368421053"
656,0,"87,8947368421053"
657,3,"87,6842105263158"
658,0,"86,8947368421053"
659,4,"87,421052631579"
660,1,"86,8421052631579"
661,2,"85,6315789473684"
662,3,"85,7894736842105"
663,3,"85,3684210526316"
664,1,"84,8421052631579"
665,1,"84,5789473684211"
666,2,"82,8421052631579"
667,1,"82,2631578947368"
668,2,"81,5263157894737"
669,1,"81,3684210526316"
670,1,"81,7368421052632"
671,1,"81,421052631579"
672,0,"80,6842105263158"
673,5,"79,9473684210526"
674,5,"80,3684210526316"
675,3,81
676,0,"79,8421052631579"
677,1,"79,6842105263158"
678,1,"79,0526315789474"
679,1,"77,9473684210526"
680,1,"78,6315789473684"
681,8,"77,2631578947368"
682,1,"76,0526315789474"
683,5,"75,421052631579"
684,2,"74,9473684210526"
685,1,"74,7368421052632"
686,2,"74,1052631578947"
687,1,"73,421052631579"
688,1,"73,2631578947368"
689,4,73
690,0,"72,7894736842105"
691,0,"72,8421052631579"
692,0,"72,6315789473684"
693,1,"72,1052631578947"
694,2,"70,0526315789474"
695,0,"70,5789473684211"
696,0,"70,1052631578947"
697,1,"70,3157894736842"
698,2,"70,7368421052632"
699,2,"70,1052631578947"
700,2,"70,4736842105263"
701,0,"69,7894736842105"
702,3,"69,7368421052632"
703,0,"69,5263157894737"
704,3,"69,4736842105263"
705,1,"68,8947368421053"
706,1,"69,4736842105263"
707,2,"69,3157894736842"
708,1,"68,2105263157895"
709,0,"68,421052631579"
710,3,"68,9473684210526"
711,0,69
712,1,"68,0526315789474"
713,0,"69,2105263157895"
714,2,"69,2631578947368"
715,2,"69,2631578947368"
716,4,"68,7894736842105"
717,0,"68,1578947368421"
718,3,"67,5263157894737"
719,1,"66,6315789473684"
720,0,"66,3157894736842"
721,3,"66,4736842105263"
722,0,"66,5263157894737"
723,1,"66,6315789473684"
724,3,"66,421052631579"
725,0,"65,7894736842105"
726,4,"65,4736842105263"
727,3,"65,0526315789474"
728,0,"63,3684210526316"
729,3,"62,1578947368421"
730,1,"62,1578947368421"
731,2,"63,4736842105263"
732,2,"62,5789473684211"
733,0,"62,2105263157895"
734,2,"62,1052631578947"
735,2,62
736,0,"61,3684210526316"
737,1,"61,3157894736842"
738,5,"62,6842105263158"
739,4,63
740,0,"62,6842105263158"
741,1,"62,4210526315789"
742,1,"61,7894736842105"
743,0,"61,7894736842105"
744,0,"61,8421052631579"
745,2,"61,7368421052632"
746,0,63
747,1,"64,421052631579"
748,1,"65,3684210526316"
749,1,"65,3684210526316"
750,2,"64,6315789473684"
751,0,"64,1578947368421"
752,0,"62,8947368421053"
753,1,"62,5263157894737"
754,0,"61,6315789473684"
755,1,"62,3684210526316"
756,2,"63,2105263157895"
757,0,"62,0526315789474"
758,2,"61,6315789473684"
759,0,"62,3157894736842"
760,1,"62,1578947368421"
761,2,"62,1578947368421"
762,1,"62,4210526315789"
763,1,"62,8947368421053"
764,2,"63,3157894736842"
765,3,"63,0526315789474"
766,1,"62,5789473684211"
767,1,"62,2105263157895"
768,0,"61,0526315789474"
769,3,"61,4210526315789"
770,2,"61,9473684210526"
771,2,"62,8947368421053"
772,1,64
773,3,"64,6842105263158"
774,5,"64,8421052631579"
775,0,"63,8421052631579"
776,1,"64,1052631578947"
777,3,"65,4736842105263"
778,4,"65,421052631579"
779,1,"65,8947368421053"
780,1,"66,7368421052632"
781,3,"66,9473684210526"
782,6,"65,8421052631579"
783,2,"65,7368421052632"
784,2,65
785,0,"65,5263157894737"
786,0,"65,1052631578947"
787,2,"65,8947368421053"
788,0,"65,7894736842105"
789,0,"66,3157894736842"
790,4,"67,1052631578947"
791,1,"67,1578947368421"
792,2,"67,3684210526316"
793,1,"67,3157894736842"
794,3,"67,8421052631579"
795,1,"68,2105263157895"
796,2,"67,5789473684211"
797,1,"67,5789473684211"
798,2,"67,8421052631579"
799,0,"67,6842105263158"
800,1,"67,6315789473684"
801,2,"68,5263157894737"
802,1,"67,8421052631579"
803,1,"68,2105263157895"
804,1,"67,8421052631579"
805,1,"68,2631578947368"
806,2,69
807,1,"68,0526315789474"
808,1,"67,1052631578947"
809,1,"66,6315789473684"
810,1,"66,1052631578947"
811,5,"66,5789473684211"
812,5,"67,4736842105263"
813,1,"67,8421052631579"
814,2,"67,7368421052632"
815,2,"68,4736842105263"
816,2,68
817,2,"67,9473684210526"
818,1,"68,5789473684211"
819,2,"68,7894736842105"
820,1,"68,0526315789474"
821,0,"68,7368421052632"
822,1,"68,6315789473684"
823,1,68
824,2,"67,6842105263158"
825,0,"66,8947368421053"
826,0,"67,1578947368421"
827,0,"67,421052631579"
828,2,"67,1052631578947"
829,2,"67,0526315789474"
830,7,"65,5789473684211"
831,2,"64,2631578947368"
832,2,"63,5789473684211"
833,1,"63,9473684210526"
834,1,63
835,3,"62,6315789473684"
836,2,"62,1052631578947"
837,3,"61,8947368421053"
838,5,61
839,2,"61,4210526315789"
840,0,"60,5789473684211"
841,0,"60,7368421052632"
842,2,"61,2631578947368"
843,0,62
844,0,"62,4210526315789"
845,3,"62,6315789473684"
846,1,"63,4210526315789"
847,2,"63,7368421052632"
848,0,"63,2105263157895"
849,1,"63,4736842105263"
850,1,"63,2105263157895"
851,0,"61,9473684210526"
852,1,"60,3684210526316"
853,2,"59,6842105263158"
854,0,"59,4736842105263"
855,5,"58,7368421052632"
856,1,"58,6315789473684"
857,2,"58,8947368421053"
858,0,"57,5789473684211"
859,1,"57,1578947368421"
860,3,"56,2631578947368"
861,0,"55,3684210526316"
862,1,54
863,1,53
864,2,"51,5263157894737"
865,1,"50,1578947368421"
866,0,"49,5263157894737"
867,1,"49,4736842105263"
868,1,"49,7368421052632"
869,1,"49,5789473684211"
870,0,"49,7894736842105"
871,1,"49,3684210526316"
872,3,"49,5263157894737"
873,1,"49,4210526315789"
874,1,"49,4210526315789"
875,2,"48,4210526315789"
876,1,"47,7894736842105"
877,0,48
878,0,"47,7894736842105"
879,0,"47,4736842105263"
880,2,"47,2631578947368"
881,0,"46,7368421052632"
882,0,"45,7894736842105"
883,2,"45,5263157894737"
884,0,"45,3157894736842"
885,3,"44,6842105263158"
886,1,"44,1578947368421"
887,1,"43,2105263157895"
888,0,"42,6842105263158"
889,1,"42,2631578947368"
890,0,"42,1578947368421"
891,0,"41,5263157894737"
892,1,"40,2631578947368"
893,2,"39,6842105263158"
894,0,"38,9473684210526"
895,0,"37,8421052631579"
896,0,"37,5263157894737"
897,0,"37,4210526315789"
898,0,"37,4210526315789"
899,1,"37,2105263157895"
900,0,"36,8947368421053"
901,1,"36,6315789473684"
902,0,"36,7368421052632"
903,2,"35,9473684210526"
904,0,"35,2105263157895"
905,1,"34,6842105263158"
906,1,"34,7894736842105"
907,1,"34,1052631578947"
908,1,"34,0526315789474"
909,0,"33,9473684210526"
910,1,"33,8421052631579"
911,0,"34,1578947368421"
912,0,"33,6842105263158"
913,1,"33,9473684210526"
914,2,"34,1578947368421"
915,1,"33,2105263157895"
916,0,"32,6842105263158"
917,1,"32,3157894736842"
918,0,"32,0526315789474"
919,0,"31,7368421052632"
920,0,"32,2105263157895"
921,0,"31,8421052631579"
922,2,"31,5789473684211"
923,1,"31,7894736842105"
924,0,"30,7368421052632"
925,0,"30,1578947368421"
926,1,"30,2631578947368"
927,0,"30,3157894736842"
928,0,"29,5789473684211"
929,0,"28,7368421052632"
930,2,"28,5263157894737"
931,1,"28,6315789473684"
932,0,"27,7368421052632"
933,2,28
934,0,"28,2105263157895"
935,2,28
936,1,"27,4736842105263"
937,0,"27,3684210526316"
938,1,"27,2105263157895"
939,1,"26,421052631579"
940,1,"26,2631578947368"
941,0,"26,2105263157895"
942,1,"25,8421052631579"
943,0,"26,0526315789474"
944,0,"25,7368421052632"
945,0,"25,421052631579"
946,1,"24,9473684210526"
947,1,"25,2105263157895"
948,2,"25,7894736842105"
949,0,"25,1052631578947"
950,3,"24,4736842105263"
951,1,"24,2631578947368"
952,1,"23,5789473684211"
953,1,"23,6842105263158"
954,0,"24,2105263157895"
955,1,"23,9473684210526"
956,1,"23,4736842105263"
957,0,24
958,0,"24,0526315789474"
959,0,"23,7894736842105"
960,0,"23,6842105263158"
961,0,"23,1578947368421"
962,0,"23,421052631579"
963,0,"22,8421052631579"
964,0,"22,6842105263158"
965,0,"21,9473684210526"
966,2,"22,0526315789474"
967,0,"21,2631578947368"
968,0,"21,5263157894737"
969,0,"21,5263157894737"
970,0,"21,9473684210526"
971,1,"22,1578947368421"
972,0,"21,2105263157895"
973,0,"20,2105263157895"
974,0,"20,421052631579"
975,1,"20,5263157894737"
976,0,"19,5263157894737"
977,0,"19,4736842105263"
978,0,"19,3684210526316"
979,0,"19,2105263157895"
980,1,"19,421052631579"
981,0,"19,3684210526316"
982,0,"19,6842105263158"
983,0,"19,7894736842105"
984,0,20
985,0,"19,2105263157895"
986,0,"19,1578947368421"
987,1,"19,2105263157895"
988,0,"19,0526315789474"
989,0,"18,2631578947368"
990,0,"18,1052631578947"
991,1,"19,3684210526316"
992,1,"19,1578947368421"
993,0,"18,8947368421053"
994,0,"18,8947368421053"
995,0,"19,2105263157895"
996,0,"18,8947368421053"
997,0,"19,4736842105263"
998,0,"19,8421052631579"
999,0,"19,421052631579"
1000,0,"19,6842105263158"
1001,0,"19,9473684210526"
1002,1,"19,4736842105263"
1003,0,"19,3157894736842"
1004,0,"19,8947368421053"
1005,1,"19,8421052631579"
1006,0,"19,2631578947368"
1007,1,"19,1578947368421"
1008,2,"19,2631578947368"
1009,1,"18,8947368421053"
1010,0,"18,3157894736842"
1011,1,"18,7368421052632"
1012,0,"19,1578947368421"
1013,0,"18,7368421052632"
1014,0,"18,3684210526316"
1015,0,"17,9473684210526"
1016,1,17
1017,0,"16,3684210526316"
1018,1,"16,7894736842105"
1019,1,"15,8421052631579"
1020,0,"15,2105263157895"
1021,0,"15,0526315789474"
1022,0,"15,3684210526316"
1023,0,"14,8947368421053"
1024,0,"14,6842105263158"
1025,0,15
1026,0,"15,4736842105263"
1027,0,"15,4210526315789"
1028,0,16
1029,0,"15,8421052631579"
1030,0,"15,5263157894737"
1031,0,"14,8947368421053"
1032,0,"14,6315789473684"
1033,1,"14,8421052631579"
1034,1,"14,8947368421053"
1035,0,"14,6842105263158"
1036,0,"14,7368421052632"
1037,0,"14,5263157894737"
1038,1,"14,5789473684211"
1039,0,"14,8421052631579"
1040,0,15
1041,1,"15,1052631578947"
1042,0,"15,3157894736842"
1043,0,"15,7894736842105"
1044,0,"15,4736842105263"
1045,0,"15,1578947368421"
1046,1,"15,4736842105263"
1047,0,15
1048,1,"14,5789473684211"
1049,0,"14,8947368421053"
1050,0,"15,3157894736842"
1051,2,"15,6315789473684"
1052,0,"15,5789473684211"
1053,0,"15,7368421052632"
1054,0,"16,2631578947368"
1055,0,"16,4736842105263"
1056,0,"16,8947368421053"
1057,0,"17,2105263157895"
1058,0,"16,8947368421053"
1059,1,"16,9473684210526"
1060,0,"16,3157894736842"
1061,0,"16,7368421052632"
1062,0,"16,5263157894737"
1063,0,"16,1578947368421"
1064,0,"15,7368421052632"
1065,1,"15,4736842105263"
